gameDuration;firstBlood;firstTower;firstInhibitor;firstBaron;firstDragon;firstRiftHerald;t1_towerKills;t1_inhibitorKills;t1_baronKills;t1_dragonKills;t1_riftHeraldKills;t2_towerKills;t2_inhibitorKills;t2_baronKills;t2_dragonKills;t2_riftHeraldKills;winner
2444;2;1;1;2;1;1;11;4;0;3;1;5;0;1;1;0;1
3691;2;2;2;1;1;0;9;2;1;4;0;11;7;1;2;0;1
1982;2;2;1;2;1;0;10;2;0;3;0;3;0;1;0;0;1
2370;1;1;2;2;2;2;6;0;0;1;0;11;3;1;3;1;2
2137;1;1;1;1;1;0;11;2;1;4;0;1;0;0;0;0;1
2092;1;2;1;2;2;1;8;1;1;2;1;6;0;1;1;0;1
1956;2;2;2;2;2;0;0;0;0;0;0;10;2;1;3;0;2
2479;2;1;2;1;1;1;5;0;1;2;1;11;4;1;2;0;2
2029;2;2;2;2;1;0;3;0;0;2;0;10;2;1;1;0;2
2158;2;2;2;0;2;2;2;0;0;1;0;9;2;0;2;1;2
1904;2;2;2;0;2;2;0;0;0;0;0;10;2;0;4;1;2
1556;2;1;2;2;1;0;3;0;0;1;0;7;1;1;1;0;2
1607;1;1;2;0;2;0;1;0;0;0;0;6;1;0;2;0;2
1916;1;1;2;0;2;0;2;0;0;0;0;9;1;0;3;0;2
2667;1;2;1;1;1;1;11;3;2;4;1;3;0;0;0;0;1
1111;2;2;0;0;2;2;1;0;0;0;0;4;0;0;1;1;2
2148;2;2;2;2;2;0;1;0;0;2;0;11;4;2;2;0;2
1725;2;1;1;1;2;2;10;1;1;1;0;2;0;0;2;1;1
2468;2;2;2;2;2;2;3;0;0;1;0;11;2;1;4;1;2
1841;1;2;1;2;1;2;5;1;0;4;0;6;1;1;0;1;2
1714;1;2;2;2;1;0;3;0;0;1;0;6;1;1;1;0;2
1951;1;1;1;0;2;0;8;2;0;0;0;7;1;0;3;0;2
1989;1;1;2;1;1;0;4;0;1;1;0;8;1;0;2;0;2
2484;2;2;2;2;2;1;9;1;0;0;1;10;2;1;3;0;1
1959;2;2;2;2;2;2;1;0;0;0;0;10;3;1;2;1;2
1844;2;1;1;0;2;2;11;2;0;0;0;2;0;0;2;1;1
1441;1;1;1;1;1;1;9;2;1;2;1;1;0;0;0;0;1
2105;2;2;2;0;2;0;0;0;0;0;0;10;2;0;3;0;2
1230;1;1;0;0;1;1;4;0;0;2;1;0;0;0;0;0;1
1418;1;2;2;0;2;0;0;0;0;0;0;10;2;0;2;0;2
1282;2;2;2;0;2;2;0;0;0;0;0;11;2;0;2;1;2
2336;2;2;2;2;1;0;3;0;1;3;0;11;5;1;2;0;2
1639;2;2;2;2;1;0;1;0;0;2;0;8;1;1;0;0;2
2019;2;2;2;2;2;0;3;0;0;0;0;9;1;1;2;0;2
1820;2;1;2;2;2;2;2;0;0;1;0;7;2;2;1;1;2
1358;1;1;1;0;1;1;9;2;0;2;1;0;0;0;0;0;1
2841;1;2;1;1;1;0;9;3;2;4;0;6;2;0;2;0;1
2449;1;1;1;2;1;0;5;1;0;3;0;10;3;2;2;0;2
1461;1;1;1;0;2;1;7;1;0;0;1;0;0;0;2;0;1
2114;2;1;1;0;1;0;10;2;0;2;0;3;0;0;1;0;1
2170;1;1;2;1;1;0;4;0;1;2;0;10;3;1;2;0;2
1510;2;2;2;0;2;2;1;0;0;0;0;11;3;0;3;1;2
2041;1;2;1;1;1;0;10;2;1;2;0;5;0;0;0;0;1
1356;1;2;2;2;1;2;0;0;0;1;0;9;2;1;0;1;2
1715;2;2;1;0;2;1;10;2;0;1;1;1;0;0;1;0;1
1949;1;1;1;1;2;1;11;4;1;1;1;0;0;0;1;0;1
1640;1;1;1;1;1;1;10;2;1;2;1;0;0;0;0;0;1
1666;2;1;1;1;1;2;9;2;1;1;0;0;0;0;0;1;1
1231;2;2;2;0;1;2;0;0;0;1;0;5;1;0;1;1;2
1791;2;2;1;1;1;1;11;4;2;2;1;4;0;0;0;0;1
1997;2;2;1;1;2;0;11;3;1;2;0;3;0;0;1;0;1
1679;2;1;1;0;1;2;6;1;0;2;0;2;0;0;1;1;1
2995;2;1;1;2;2;0;11;5;0;2;0;6;0;2;2;0;1
2115;2;1;1;2;2;1;8;1;1;3;1;5;0;1;1;0;1
2006;2;1;2;2;1;0;10;2;0;2;0;4;1;1;0;0;1
2033;1;1;1;1;2;0;11;2;1;1;0;1;0;0;3;0;1
2221;2;2;2;1;2;0;9;2;1;3;0;7;2;0;1;0;1
1250;1;1;1;0;1;2;9;2;0;2;0;1;0;0;0;1;1
2016;1;2;2;0;2;0;2;0;0;0;0;11;3;0;2;0;2
1230;1;2;2;0;0;0;1;0;0;0;0;8;1;0;0;0;2
1461;1;1;1;1;2;2;11;3;1;1;0;0;0;0;1;1;1
2306;1;1;2;2;1;1;6;0;0;1;1;9;1;1;4;0;2
1363;1;2;0;0;2;0;1;0;0;0;0;5;0;0;2;0;2
1128;1;1;1;0;1;0;10;2;0;2;0;0;0;0;0;0;1
1304;2;2;0;0;2;0;1;0;0;0;0;6;0;0;1;0;2
2043;1;1;2;1;1;0;7;0;1;2;0;9;2;0;0;0;2
2129;2;2;2;2;1;2;2;0;0;1;0;9;2;1;3;1;2
2299;2;2;2;2;1;0;3;0;0;1;0;11;4;1;3;0;2
1661;1;1;1;0;1;0;9;2;0;2;0;0;0;0;0;0;1
2799;1;1;2;2;2;0;3;0;0;0;0;11;5;1;4;0;2
2065;2;2;1;2;2;0;6;1;0;0;0;4;0;1;2;0;1
1920;1;1;1;0;2;0;10;1;0;1;0;2;0;0;1;0;1
1129;2;2;0;0;2;0;0;0;0;0;0;3;0;0;1;0;2
1240;1;1;1;0;1;1;10;2;0;2;1;1;0;0;0;0;1
1604;2;2;2;2;2;0;1;0;0;0;0;9;2;1;1;0;2
1619;2;1;1;0;1;2;8;2;0;1;0;1;0;0;0;1;1
1931;2;2;2;2;2;2;0;0;0;0;0;11;3;1;3;1;2
1521;2;1;1;1;1;1;9;2;1;1;1;1;0;0;1;0;1
2345;1;1;1;2;2;1;6;2;0;2;1;9;1;2;2;0;2
1686;2;2;2;2;2;2;3;0;0;1;0;11;3;1;1;1;2
1469;1;1;1;0;1;1;7;2;0;2;1;0;0;0;0;0;1
2622;1;1;1;2;1;1;9;3;0;5;1;8;1;3;1;0;2
2405;1;2;2;2;1;1;7;0;0;3;1;10;2;2;0;0;2
1628;1;1;1;1;1;1;10;1;1;2;1;2;0;0;1;0;1
1894;2;2;2;2;2;1;3;0;0;0;1;9;2;1;4;0;2
2258;1;1;1;1;2;2;9;2;2;1;0;4;0;0;2;1;1
2331;2;2;1;2;2;0;9;1;0;2;0;5;0;2;2;0;1
2152;1;2;2;2;2;0;8;1;0;2;0;6;2;1;1;0;1
2264;2;2;1;1;2;1;4;1;2;1;1;9;2;0;3;0;2
1969;1;2;2;2;2;2;1;0;0;1;0;9;1;1;3;1;2
2480;1;2;1;2;2;0;7;1;0;1;0;7;1;1;3;0;2
2081;2;1;2;1;2;1;4;0;1;1;1;10;2;0;3;0;2
1747;2;2;2;0;2;2;3;0;0;0;0;11;3;0;2;1;2
2189;1;1;1;1;2;0;9;2;1;0;0;3;0;1;2;0;1
1727;1;2;2;0;1;0;0;0;0;1;0;11;3;0;0;0;2
2568;1;2;2;2;2;0;1;0;0;0;0;10;3;1;5;0;2
2175;2;2;1;2;1;2;10;2;0;2;0;4;0;1;0;1;1
2197;2;1;2;2;1;0;5;0;0;2;0;10;3;2;2;0;2
2347;2;1;1;2;1;0;6;1;0;3;0;10;2;1;1;0;2
2031;2;2;2;2;2;2;0;0;0;0;0;11;3;1;4;1;2
1444;2;1;0;0;2;2;2;0;0;0;0;4;0;0;2;1;2
1524;2;1;1;1;2;1;7;2;1;0;1;1;0;0;1;0;1
1453;1;1;1;1;1;1;10;3;1;3;1;2;0;0;0;0;1
1883;2;2;2;2;2;2;3;0;0;1;0;9;2;1;2;1;2
2542;1;2;2;2;2;0;3;0;0;1;0;11;4;1;4;0;2
1467;2;1;2;0;2;2;4;0;0;0;0;7;1;0;3;1;2
1149;1;1;1;0;1;1;11;3;0;1;1;0;0;0;0;0;1
1982;2;2;2;2;1;0;1;0;0;2;0;9;2;1;1;0;2
1437;2;2;2;2;2;2;4;0;0;0;0;7;2;1;1;1;2
2092;2;1;2;2;2;0;5;1;0;0;0;10;2;1;3;0;2
2892;2;1;1;1;1;0;11;4;1;3;0;4;0;0;1;0;1
1954;2;2;1;2;1;1;7;1;0;2;1;8;1;1;2;0;2
1572;1;1;1;0;1;1;7;1;0;3;1;1;0;0;0;0;1
2075;1;2;2;2;2;2;2;0;0;0;0;8;2;1;3;1;2
2376;1;1;1;2;1;1;8;1;0;4;1;4;0;1;0;0;1
1714;1;2;2;0;2;2;1;0;0;0;0;7;2;0;3;1;2
1519;1;1;1;1;2;1;7;1;1;1;1;1;0;0;1;0;1
2019;2;2;1;0;2;0;5;1;0;1;0;4;0;0;1;0;1
967;2;1;0;0;0;1;2;0;0;0;1;0;0;0;0;0;1
925;1;1;0;0;2;0;2;0;0;0;0;0;0;0;1;0;1
1795;1;1;1;1;1;0;11;2;1;3;0;3;0;0;0;0;1
2339;2;2;1;2;2;1;7;1;0;2;1;7;1;1;3;0;2
1902;1;1;2;1;1;0;4;0;1;2;0;8;2;0;1;0;2
2084;2;1;0;2;1;0;4;0;0;3;0;4;0;1;0;0;1
2383;2;2;1;2;2;2;10;3;0;3;0;4;0;1;2;1;1
1410;1;1;1;0;1;2;8;1;0;1;0;3;0;0;1;1;1
2086;2;2;2;2;2;0;3;0;0;1;0;11;3;1;2;0;2
2265;1;2;1;1;2;1;7;2;2;3;1;5;0;0;1;0;1
1467;2;2;2;2;1;0;0;0;0;1;0;8;1;1;1;0;2
1588;2;2;2;2;2;2;0;0;0;0;0;11;3;1;2;1;2
1569;2;2;2;0;2;2;1;0;0;0;0;11;2;0;3;1;2
1965;1;2;2;2;2;2;1;0;0;1;0;11;3;1;3;1;2
1987;2;1;0;1;2;0;6;0;1;2;0;4;0;0;1;0;1
1652;2;1;0;0;1;2;3;0;0;1;0;2;0;0;1;1;1
1964;1;1;2;2;1;0;6;0;0;1;0;7;1;1;2;0;2
1850;1;1;0;0;2;0;3;0;0;0;0;4;0;0;1;0;2
1753;1;1;1;0;1;0;10;2;0;3;0;2;0;0;0;0;1
1731;1;2;2;2;2;0;0;0;0;0;0;11;2;1;2;0;2
1841;2;1;2;2;2;2;8;1;1;0;0;6;1;1;2;1;1
1895;1;1;1;1;1;1;10;2;1;3;1;2;0;0;0;0;1
1604;1;2;1;0;2;0;9;1;0;1;0;3;0;0;1;0;1
1381;2;1;1;0;1;1;7;1;0;2;1;0;0;0;0;0;1
2210;1;1;2;2;1;1;2;0;0;2;1;9;2;1;2;0;2
2074;2;1;2;2;2;0;5;1;0;0;0;8;2;1;3;0;1
2058;1;1;1;1;1;2;9;3;1;3;0;2;0;0;1;1;1
1754;1;1;1;1;1;1;11;4;1;3;1;1;0;0;0;0;1
1224;1;1;1;0;1;0;10;2;0;1;0;0;0;0;0;0;1
1282;1;1;1;0;2;1;11;1;0;1;1;0;0;0;1;0;1
2003;1;1;1;2;2;2;9;2;0;2;0;4;0;1;1;1;1
1692;1;2;2;0;2;2;2;0;0;0;0;11;3;0;1;1;2
2339;1;1;2;2;1;2;9;1;1;3;0;5;1;1;1;1;1
1759;2;2;2;0;2;0;3;0;0;0;0;9;2;0;2;0;2
1879;1;2;1;2;2;0;4;1;0;1;0;7;1;1;2;0;2
2074;2;1;2;2;2;0;6;0;0;1;0;8;1;2;2;0;2
911;2;2;0;0;2;0;0;0;0;0;0;3;0;0;2;0;2
1639;2;1;1;0;1;1;10;2;0;2;1;0;0;0;0;0;1
1209;2;2;2;0;2;0;0;0;0;0;0;11;2;0;1;0;2
2510;2;2;1;1;2;0;9;4;2;1;0;7;1;0;3;0;2
1880;1;1;2;0;2;2;2;0;0;0;0;7;2;0;4;1;2
2143;1;2;2;1;2;0;5;1;1;0;0;9;2;0;2;0;2
2157;2;2;2;2;1;1;8;1;1;3;1;9;1;1;1;0;1
1311;2;2;2;0;2;2;0;0;0;0;0;11;3;0;2;1;2
2434;1;1;2;2;2;0;4;0;0;1;0;9;1;1;3;0;2
1409;2;2;2;0;2;0;1;0;0;0;0;7;1;0;2;0;2
1880;1;2;2;1;2;2;5;0;1;2;0;9;1;1;1;1;2
1352;2;2;2;0;2;2;1;0;0;0;0;9;2;0;2;1;2
1120;1;2;2;0;2;2;2;0;0;0;0;6;1;0;1;1;2
2440;1;1;1;1;2;2;7;1;1;1;0;9;1;0;3;1;2
1967;2;1;1;1;2;0;11;2;1;1;0;3;1;0;1;0;1
1802;2;1;2;2;1;0;3;0;0;4;0;7;2;1;0;0;2
1863;1;1;2;2;1;2;5;0;0;1;0;6;1;1;1;1;2
1830;2;1;1;1;1;1;10;2;1;2;1;0;0;0;1;0;1
1665;2;2;2;2;2;2;0;0;0;0;0;10;2;1;3;1;2
2603;1;2;1;1;1;0;11;3;1;5;0;5;1;0;0;0;1
1444;1;1;1;0;1;1;10;2;0;2;1;0;0;0;0;0;1
1843;2;1;1;0;1;0;9;1;0;3;0;1;0;0;0;0;1
1640;2;1;1;1;1;2;11;3;1;3;0;3;0;0;0;1;1
1341;2;1;1;0;1;0;9;2;0;2;0;0;0;0;0;0;1
1393;1;1;0;0;2;0;5;0;0;0;0;2;0;0;2;0;1
1239;2;2;0;0;2;2;0;0;0;0;0;5;0;0;2;1;2
1518;1;2;2;2;2;2;0;0;0;0;0;11;2;1;2;1;2
1729;2;2;2;0;2;0;1;0;0;0;0;10;1;0;2;0;2
1648;2;2;2;0;1;0;1;0;0;1;0;10;2;0;0;0;2
2589;2;2;1;1;1;2;11;5;1;2;0;5;0;1;1;1;1
1488;1;1;2;2;2;0;3;0;0;0;0;9;1;1;2;0;2
1592;1;2;2;2;2;2;1;0;0;0;0;9;2;1;3;1;2
2089;1;2;1;1;1;2;7;1;1;3;0;4;0;0;1;1;1
1359;2;2;2;0;2;2;0;0;0;0;0;10;2;0;2;1;2
1989;1;2;1;2;2;1;7;1;0;3;1;8;1;1;1;0;2
1552;1;1;1;0;1;0;6;1;0;2;0;1;0;0;0;0;1
1736;1;1;2;2;2;1;4;0;0;0;1;7;1;1;2;0;2
1417;2;2;2;0;2;2;0;0;0;0;0;8;1;0;2;1;2
1416;2;2;2;2;1;2;2;0;0;1;0;10;2;1;2;1;2
1835;2;1;0;0;1;0;7;0;0;3;0;3;0;0;0;0;1
939;2;2;0;0;2;0;0;0;0;0;0;4;0;0;1;0;2
2245;1;1;1;1;1;1;9;2;1;3;1;1;0;0;0;0;1
1508;1;2;1;1;2;0;10;2;1;1;0;3;0;0;1;0;1
1862;1;2;2;2;1;1;3;0;0;3;1;10;2;1;1;0;2
2226;2;2;2;2;1;1;2;0;0;3;1;11;3;2;1;0;2
1739;2;1;1;0;1;0;11;5;0;2;0;0;0;0;0;0;1
2411;1;1;1;2;2;2;6;1;0;1;0;10;3;2;3;1;2
2113;2;1;1;2;2;2;7;1;0;1;0;8;1;1;3;1;2
2691;2;1;1;2;1;0;9;3;1;3;0;8;1;1;0;0;1
1512;2;2;2;0;2;2;1;0;0;0;0;11;3;0;2;1;2
1662;2;2;0;2;2;0;1;0;0;0;0;8;0;1;3;0;2
1999;1;2;2;0;2;2;2;0;0;0;0;10;3;0;4;1;2
2157;1;1;2;1;1;2;3;0;1;3;0;9;2;0;0;1;2
2625;1;1;1;1;1;1;9;2;2;3;1;8;1;0;2;0;2
2280;1;1;1;1;1;0;9;2;1;3;0;3;0;0;1;0;1
1834;1;1;1;1;1;0;10;2;1;1;0;2;0;0;1;0;1
2063;1;1;1;1;2;1;10;2;2;1;1;3;0;0;2;0;1
1456;1;2;2;0;2;2;0;0;0;0;0;9;1;0;2;1;2
1787;1;1;2;0;2;0;4;0;0;1;0;11;3;0;2;0;2
2091;1;1;1;0;1;0;9;2;0;2;0;2;0;0;0;0;1
1876;1;2;2;2;2;0;3;0;0;1;0;7;1;1;3;0;2
1858;1;1;1;1;1;2;9;2;1;2;0;4;0;0;0;1;1
1430;1;1;1;1;2;2;8;1;1;0;0;4;0;0;1;1;1
2106;2;1;1;0;1;0;9;1;0;3;0;4;0;0;0;0;1
2182;2;2;2;2;1;0;3;0;0;1;0;10;2;1;3;0;2
2593;1;1;1;2;2;1;8;2;2;2;1;10;1;1;2;0;2
2018;2;2;1;1;2;0;9;1;1;1;0;3;0;0;1;0;1
1812;1;1;1;1;1;1;10;2;1;3;1;2;0;0;0;0;1
1797;2;2;2;0;1;0;2;0;0;1;0;9;2;0;2;0;2
1875;1;1;1;1;1;0;10;2;1;2;0;0;0;0;0;0;1
1735;2;2;2;2;2;0;1;0;0;0;0;9;1;1;2;0;2
916;1;1;1;0;0;0;7;1;0;0;0;0;0;0;0;0;1
1506;1;1;1;0;1;1;10;2;0;2;1;0;0;0;0;0;1
2488;2;2;2;1;2;0;6;0;1;3;0;7;1;0;1;0;2
1578;1;2;2;1;1;2;5;1;1;1;0;7;1;0;1;1;1
1367;2;2;2;0;2;2;2;0;0;0;0;10;2;0;2;1;2
1599;1;1;1;0;1;0;10;2;0;1;0;1;0;0;0;0;1
1697;2;2;1;0;2;0;9;2;0;2;0;3;0;0;1;0;1
1626;1;2;2;2;2;0;0;0;0;0;0;9;2;1;3;0;2
1812;2;2;2;0;2;0;1;0;0;0;0;11;4;0;3;0;2
2148;2;1;1;1;2;1;8;2;1;2;1;5;0;0;1;0;1
3140;1;1;1;2;1;0;9;3;0;5;0;9;1;2;1;0;2
1684;1;2;2;0;2;0;1;0;0;0;0;10;3;0;3;0;2
1422;1;1;1;0;1;0;10;1;0;2;0;1;0;0;0;0;1
2296;1;2;1;2;1;0;10;5;1;2;0;5;0;1;3;0;1
2166;1;2;2;2;1;1;5;0;0;2;1;9;2;1;2;0;2
1545;1;2;2;0;2;0;0;0;0;0;0;9;2;0;3;0;2
2200;1;2;2;2;1;1;5;0;0;2;1;11;3;2;2;0;2
1257;1;1;1;0;1;2;10;2;0;2;0;1;0;0;0;1;1
1155;1;2;0;0;1;0;5;0;0;2;0;1;0;0;0;0;1
3109;1;2;2;1;2;0;11;5;2;4;0;5;1;0;1;0;1
1242;1;2;0;0;2;2;0;0;0;0;0;3;0;0;2;1;2
1816;1;1;1;0;1;0;8;1;0;1;0;2;0;0;1;0;1
2024;2;1;2;2;2;0;4;0;0;1;0;7;1;1;2;0;2
1915;2;1;2;2;1;0;2;0;0;1;0;11;3;1;2;0;2
1687;1;2;2;2;2;1;0;0;0;0;1;11;3;1;3;0;2
1689;1;1;1;1;2;2;11;3;1;2;0;3;0;0;2;1;1
1364;1;1;0;0;2;0;4;0;0;1;0;1;0;0;1;0;1
1443;2;2;0;0;2;0;0;0;0;0;0;4;0;0;2;0;2
2451;1;1;2;2;1;2;6;0;0;2;0;10;4;2;2;1;2
2930;1;2;2;1;2;0;7;1;2;2;0;9;4;0;3;0;2
1539;2;2;0;0;2;2;1;0;0;0;0;6;0;0;2;1;2
2251;2;2;2;1;2;0;2;0;1;0;0;10;2;0;3;0;2
1563;2;2;2;0;2;0;0;0;0;0;0;11;3;0;2;0;2
1880;1;2;1;0;2;2;10;2;0;2;0;3;0;0;1;1;1
1282;1;1;1;0;1;1;11;2;0;1;1;0;0;0;0;0;1
2065;2;2;2;1;2;2;6;1;2;1;0;6;1;0;4;1;1
1807;1;1;1;1;2;1;9;2;1;1;1;2;0;0;1;0;1
1745;1;1;1;1;1;1;11;3;1;3;1;1;0;0;0;0;1
1369;1;1;1;0;1;1;11;3;0;1;1;0;0;0;0;0;1
2195;1;2;2;2;2;2;1;0;0;1;0;10;2;2;4;1;2
1880;2;2;2;2;2;2;3;0;0;0;0;7;1;1;2;1;2
1539;2;1;0;0;2;0;1;0;0;0;0;4;0;0;1;0;2
1213;1;1;0;0;1;1;4;0;0;2;1;0;0;0;0;0;1
1858;2;2;1;1;1;0;11;3;1;4;0;4;0;0;0;0;1
2043;1;1;1;1;1;0;11;4;1;3;0;3;0;0;0;0;1
1933;1;2;2;2;2;1;2;0;0;0;1;9;2;1;2;0;2
2641;1;2;2;2;1;2;7;0;0;2;0;8;1;2;2;1;2
1671;1;1;1;1;1;1;6;1;1;2;1;3;0;0;0;0;1
2828;1;2;1;1;2;1;9;3;2;0;1;7;0;1;4;0;1
2297;2;2;1;2;2;2;11;3;0;4;0;7;1;2;1;1;2
1444;1;1;1;0;1;0;11;3;0;2;0;0;0;0;0;0;1
1698;2;1;1;1;1;0;10;2;1;3;0;4;0;0;0;0;1
1131;2;1;1;0;2;1;10;2;0;1;1;0;0;0;1;0;1
1606;1;2;0;0;1;2;2;0;0;1;0;6;0;0;0;1;2
2116;2;2;1;2;1;2;7;1;0;3;0;7;1;1;0;1;2
3563;2;2;2;1;1;1;9;2;2;4;1;8;4;0;3;0;1
1709;1;2;2;0;1;0;3;0;0;1;0;11;2;0;2;0;2
2265;1;2;1;1;1;1;10;3;2;3;1;3;0;0;1;0;1
1486;2;2;2;0;1;0;2;0;0;1;0;5;1;0;1;0;2
2080;1;1;1;1;2;0;10;3;1;1;0;6;0;0;2;0;1
1789;1;2;1;0;2;0;7;1;0;2;0;4;0;0;1;0;1
1057;2;2;2;0;0;0;0;0;0;0;0;10;2;0;0;0;2
1738;2;1;1;0;1;1;9;2;0;2;1;4;0;0;1;0;1
1731;2;2;2;0;1;2;3;0;0;3;0;8;1;0;0;1;2
1941;1;1;2;0;2;0;3;0;0;0;0;11;3;0;2;0;2
2376;2;2;2;1;2;0;4;0;1;1;0;11;3;1;4;0;2
2245;2;2;2;2;1;2;7;1;1;2;0;8;2;1;1;1;1
2542;2;1;2;2;1;0;3;0;0;1;0;11;2;1;3;0;2
2536;2;1;1;1;1;1;10;3;2;3;1;4;0;0;1;0;1
2084;1;1;2;1;2;1;7;1;1;2;1;9;1;0;1;0;1
2026;1;2;2;1;1;0;6;0;1;1;0;9;2;1;3;0;2
2162;1;1;1;0;2;0;9;2;0;2;0;2;0;0;2;0;1
2172;1;2;1;1;1;1;11;5;1;4;1;1;0;0;0;0;1
1512;1;1;1;0;1;1;11;4;0;2;1;1;0;0;0;0;1
2031;1;1;2;1;1;1;6;0;1;3;1;8;1;0;1;0;2
1821;2;1;1;0;2;1;10;2;0;3;1;1;0;0;1;0;1
1618;1;1;1;0;1;1;11;3;0;2;1;1;0;0;0;0;1
1147;1;1;0;0;2;2;1;0;0;0;0;5;0;0;2;1;2
1002;1;1;1;0;1;1;10;2;0;1;1;0;0;0;0;0;1
2275;1;2;2;1;2;0;8;1;2;1;0;6;1;0;3;0;1
2419;1;1;2;1;1;0;3;0;1;1;0;11;5;1;4;0;2
1340;1;1;1;0;1;1;6;1;0;2;1;0;0;0;0;0;1
915;1;1;0;0;1;0;4;0;0;1;0;0;0;0;0;0;1
1868;1;2;1;1;1;0;8;1;1;3;0;3;0;0;0;0;1
2470;2;2;1;1;2;2;6;1;1;0;0;11;4;1;2;1;2
1888;1;2;1;0;1;0;11;3;0;2;0;4;0;0;1;0;1
2259;2;2;2;1;2;0;3;0;1;2;0;10;2;0;1;0;2
1912;2;1;2;0;1;1;3;0;0;1;1;8;1;0;2;0;2
2342;2;2;2;1;2;2;5;0;1;1;0;10;2;1;2;1;2
1555;1;2;0;0;2;1;1;0;0;0;1;2;0;0;1;0;2
1746;1;1;1;2;1;1;9;1;0;4;1;9;2;1;0;0;2
1290;2;1;0;0;2;2;2;0;0;0;0;4;0;0;2;1;2
1073;1;2;2;0;2;2;0;0;0;0;0;9;1;0;1;1;2
2413;1;1;1;1;2;0;11;3;2;1;0;2;0;0;1;0;1
1356;2;1;1;0;1;0;9;2;0;1;0;0;0;0;0;0;1
1691;1;2;2;1;2;1;10;2;1;1;1;4;1;0;1;0;1
2193;2;2;2;2;2;2;2;0;0;1;0;11;4;2;3;1;2
2453;1;1;2;2;1;1;6;0;0;4;1;10;2;1;1;0;2
1276;2;2;2;0;2;2;0;0;0;0;0;9;1;0;1;1;2
1760;2;2;2;2;2;0;5;0;0;0;0;8;1;1;3;0;2
1310;1;2;1;0;1;1;9;1;0;2;1;1;0;0;0;0;1
1237;1;1;0;0;2;0;5;0;0;0;0;0;0;0;2;0;1
1988;2;2;2;2;2;0;1;0;0;0;0;10;2;1;2;0;2
1787;1;1;1;0;2;0;9;2;0;2;0;2;0;0;1;0;1
1538;1;1;1;0;1;0;10;2;0;2;0;0;0;0;0;0;1
1815;1;1;1;0;1;0;10;3;0;2;0;3;0;0;1;0;1
2095;1;1;1;0;1;1;9;1;0;3;1;1;0;0;0;0;1
1995;1;2;2;2;1;1;4;0;0;1;1;10;2;2;3;0;2
1346;2;2;2;0;2;0;0;0;0;0;0;8;1;0;2;0;2
1765;2;1;1;1;1;0;10;2;1;3;0;2;0;0;0;0;1
2155;1;1;2;0;2;1;3;0;0;0;1;9;3;0;3;0;2
1776;2;2;2;2;2;0;1;0;0;0;0;11;3;1;3;0;2
1607;1;1;1;0;1;1;7;1;0;2;1;1;0;0;0;0;1
1611;1;2;2;0;1;2;2;0;0;1;0;9;2;0;1;1;2
2012;1;2;2;1;1;0;4;0;1;1;0;11;2;0;3;0;2
2103;1;2;1;2;2;1;10;2;0;2;1;4;0;1;2;0;1
1245;2;1;1;0;1;1;9;2;0;2;1;0;0;0;0;0;1
2933;2;2;2;1;1;2;11;7;3;1;0;11;7;0;4;1;2
1969;1;2;2;2;2;2;2;0;0;1;0;11;3;1;2;1;2
1144;1;1;0;0;1;0;5;0;0;2;0;0;0;0;0;0;1
1316;1;1;1;0;1;1;6;1;0;1;1;2;0;0;0;0;1
2226;2;1;0;0;1;0;3;0;0;1;0;4;0;0;2;0;2
1902;1;2;1;1;1;2;7;1;1;3;0;3;0;0;0;1;1
1788;1;1;2;0;1;1;4;0;0;1;1;7;1;0;3;0;2
2503;2;2;1;1;1;0;11;4;1;3;0;6;0;0;2;0;1
1455;2;2;2;0;2;1;1;0;0;0;1;10;2;0;3;0;2
1986;2;2;2;1;1;2;4;0;1;3;0;9;3;0;0;1;2
1254;2;1;1;0;1;1;8;1;0;1;1;0;0;0;0;0;1
1682;2;1;1;0;1;0;10;2;0;3;0;1;0;0;0;0;1
1811;2;1;1;2;2;1;9;1;0;1;1;2;0;1;1;0;1
1717;1;2;2;2;2;2;1;0;0;0;0;10;2;1;3;1;2
1751;2;2;2;2;2;2;1;0;0;0;0;11;2;1;2;1;2
1349;2;2;2;2;2;2;0;0;0;0;0;9;1;1;2;1;2
2357;1;1;1;0;1;0;11;4;0;3;0;1;0;0;2;0;1
2088;1;2;2;0;1;0;3;0;0;1;0;8;1;0;1;0;2
2289;1;1;1;1;1;0;8;1;1;2;0;3;0;0;0;0;1
2110;1;1;1;1;2;1;10;2;1;3;1;2;0;0;1;0;1
1597;2;1;1;1;1;2;9;2;1;1;0;5;0;0;2;1;1
1833;2;1;2;2;2;1;3;0;0;0;1;8;2;1;2;0;2
2975;1;1;1;2;1;1;8;2;1;4;1;9;2;1;1;0;2
1275;1;1;0;0;1;0;8;0;0;1;0;0;0;0;0;0;1
1783;2;1;1;1;1;0;10;2;1;3;0;1;0;0;0;0;1
2514;1;1;1;1;1;0;9;2;1;2;0;7;1;1;1;0;2
1871;1;1;1;1;2;0;11;3;1;1;0;2;0;0;2;0;1
1998;1;1;1;0;1;0;11;3;0;2;0;1;0;0;0;0;1
2730;2;2;2;2;2;0;8;1;1;2;0;5;1;1;2;0;1
2326;2;1;2;2;1;0;3;0;0;1;0;11;3;1;2;0;2
1636;2;2;2;0;2;1;3;0;0;0;1;11;4;0;3;0;2
1747;1;1;2;2;2;0;3;0;0;0;0;11;3;1;2;0;2
